outer_fold,inner_fold,subject_id,role
2,5,0144,train
2,5,0153,train
2,5,0161,validation
2,5,0178,train
2,5,0202,train
2,5,0212,train
2,5,0227,train
2,5,0242,train
2,5,0246,train
2,5,0248,validation
2,5,0256,train
2,5,0262,validation
2,5,0278,train
2,5,0281,train
2,5,0289,train
2,5,0296,train
2,5,0306,validation
2,5,0311,validation
2,5,0323,train
2,5,0330,train
2,5,0346,validation
2,5,0347,train
2,5,0369,train
2,5,0370,train
2,5,0376,train
2,5,0384,train
2,5,0399,train
2,5,0406,train
2,5,0409,train
2,5,0412,train
2,5,0427,train
2,5,0459,train
2,5,0468,train
2,5,0498,train
2,5,0546,train
3,1,0003,train
3,1,0008,train
3,1,0009,train
3,1,0014,validation
3,1,0027,train
3,1,0029,train
3,1,0037,train
3,1,0038,validation
3,1,0053,train
3,1,0063,validation
3,1,0069,validation
3,1,0079,train
3,1,0095,train
3,1,0106,train
3,1,0112,train
3,1,0116,train
3,1,0117,train
3,1,0135,train
3,1,0139,validation
3,1,0144,train
3,1,0153,train
3,1,0161,train
3,1,0170,train
3,1,0178,validation
3,1,0202,train
3,1,0212,train
3,1,0227,train
3,1,0242,train
3,1,0246,train
3,1,0256,validation
3,1,0262,train
3,1,0268,train
3,1,0273,train
3,1,0278,train
3,1,0283,train
3,1,0287,train
3,1,0289,train
3,1,0304,train
3,1,0306,train
3,1,0309,train
3,1,0311,train
3,1,0322,validation
3,1,0330,train
3,1,0370,train
3,1,0376,train
3,1,0379,train
3,1,0384,train
3,1,0399,train
3,1,0406,validation
3,1,0409,validation
3,1,0412,train
3,1,0427,train
3,1,0432,train
3,1,0459,train
3,1,0468,validation
3,1,0498,validation
3,1,0546,train
3,2,0003,train
3,2,0008,train
3,2,0009,validation
3,2,0014,train
3,2,0027,train
3,2,0029,validation
3,2,0037,train
3,2,0038,train
3,2,0053,train
3,2,0063,train
3,2,0069,train
3,2,0079,train
3,2,0095,train
3,2,0106,train
3,2,0112,train
3,2,0116,train
3,2,0117,validation
3,2,0135,validation
3,2,0139,train
3,2,0144,train
3,2,0153,train
3,2,0161,train
3,2,0170,validation
3,2,0178,train
3,2,0202,train
3,2,0212,train
3,2,0227,validation
3,2,0242,validation
3,2,0246,validation
3,2,0256,train
3,2,0262,train
3,2,0268,train
3,2,0273,train
3,2,0278,train
3,2,0283,train
3,2,0287,train
3,2,0289,train
3,2,0304,train
3,2,0306,validation
3,2,0309,train
3,2,0311,train
3,2,0322,train
3,2,0330,train
3,2,0370,validation
3,2,0376,train
3,2,0379,train
3,2,0384,train
3,2,0399,train
3,2,0406,train
3,2,0409,train
3,2,0412,validation
3,2,0427,train
3,2,0432,train
3,2,0459,train
3,2,0468,train
3,2,0498,train
3,2,0546,validation
3,3,0003,train
3,3,0008,train
3,3,0009,train
3,3,0014,train
3,3,0027,train
3,3,0029,train
3,3,0037,train
3,3,0038,train
3,3,0053,validation
3,3,0063,train
3,3,0069,train
3,3,0079,train
3,3,0095,validation
3,3,0106,validation
3,3,0112,train
3,3,0116,validation
3,3,0117,train
3,3,0135,train
3,3,0139,train
3,3,0144,train
3,3,0153,train
3,3,0161,validation
3,3,0170,train
3,3,0178,train
3,3,0202,validation
3,3,0212,train
3,3,0227,train
3,3,0242,train
3,3,0246,train
3,3,0256,train
3,3,0262,train
3,3,0268,train
3,3,0273,validation
3,3,0278,train
3,3,0283,train
3,3,0287,validation
3,3,0289,validation
3,3,0304,train
3,3,0306,train
3,3,0309,train
3,3,0311,train
3,3,0322,train
3,3,0330,train
3,3,0370,train
3,3,0376,train
3,3,0379,validation
3,3,0384,train
3,3,0399,train
3,3,0406,train
3,3,0409,train
3,3,0412,train
3,3,0427,train
3,3,0432,validation
3,3,0459,train
3,3,0468,train
3,3,0498,train
3,3,0546,train
3,4,0003,validation
3,4,0008,validation
3,4,0009,train
3,4,0014,train
3,4,0027,validation
3,4,0029,train
3,4,0037,train
3,4,0038,train
3,4,0053,train
3,4,0063,train
3,4,0069,train
3,4,0079,validation
3,4,0095,train
3,4,0106,train
3,4,0112,train
3,4,0116,train
3,4,0117,train
3,4,0135,train
3,4,0139,train
3,4,0144,train
3,4,0153,validation
3,4,0161,train
3,4,0170,train
3,4,0178,train
3,4,0202,train
3,4,0212,train
3,4,0227,train
3,4,0242,train
3,4,0246,train
3,4,0256,train
3,4,0262,train
3,4,0268,train
3,4,0273,train
3,4,0278,train
3,4,0283,train
3,4,0287,train
3,4,0289,train
3,4,0304,validation
3,4,0306,train
3,4,0309,train
3,4,0311,validation
3,4,0322,train
3,4,0330,validation
3,4,0370,train
3,4,0376,train
3,4,0379,train
3,4,0384,validation
3,4,0399,validation
3,4,0406,train
3,4,0409,train
3,4,0412,train
3,4,0427,validation
3,4,0432,train
3,4,0459,train
3,4,0468,train
3,4,0498,train
3,4,0546,train
3,5,0003,train
3,5,0008,train
3,5,0009,train
3,5,0014,train
3,5,0027,train
3,5,0029,train
3,5,0037,validation
3,5,0038,train
3,5,0053,train
3,5,0063,train
3,5,0069,train
3,5,0079,train
3,5,0095,train
3,5,0106,train
3,5,0112,validation
3,5,0116,train
3,5,0117,train
3,5,0135,train
3,5,0139,train
3,5,0144,validation
3,5,0153,train
3,5,0161,train
3,5,0170,train
3,5,0178,train
3,5,0202,train
3,5,0212,validation
3,5,0227,train
3,5,0242,train
3,5,0246,train
3,5,0256,train
3,5,0262,validation
3,5,0268,validation
3,5,0273,train
3,5,0278,validation
3,5,0283,validation
3,5,0287,train
3,5,0289,train
3,5,0304,train
3,5,0306,train
3,5,0309,validation
3,5,0311,train
3,5,0322,train
3,5,0330,train
3,5,0370,train
3,5,0376,validation
3,5,0379,train
3,5,0384,train
3,5,0399,train
3,5,0406,train
3,5,0409,train
3,5,0412,train
3,5,0427,train
3,5,0432,train
3,5,0459,validation
3,5,0468,train
3,5,0498,train
3,5,0546,train
4,1,0008,train
4,1,0009,train
4,1,0014,train
4,1,0029,train
4,1,0033,train
4,1,0037,train
4,1,0041,train
4,1,0046,validation
4,1,0053,train
4,1,0054,train
4,1,0063,validation
4,1,0069,train
4,1,0079,train
4,1,0089,validation
4,1,0095,train
4,1,0100,train
4,1,0106,validation
4,1,0112,train
4,1,0116,train
4,1,0117,train
4,1,0118,train
4,1,0135,train
4,1,0139,train
4,1,0153,train
4,1,0170,train
4,1,0178,validation
4,1,0212,train
4,1,0242,train
4,1,0246,train
4,1,0248,validation
4,1,0262,validation
4,1,0268,train
4,1,0273,train
4,1,0281,validation
4,1,0283,train
4,1,0287,train
4,1,0296,train
4,1,0304,train
4,1,0309,train
4,1,0311,train
4,1,0322,validation
4,1,0323,train
4,1,0330,validation
4,1,0346,train
4,1,0347,train
4,1,0369,train
4,1,0370,train
4,1,0376,train
4,1,0379,train
4,1,0399,train
4,1,0406,train
4,1,0409,train
4,1,0412,train
4,1,0432,train
4,1,0468,validation
4,1,0498,train
4,1,0546,validation
4,2,0008,train
4,2,0009,validation
4,2,0014,validation
4,2,0029,validation
4,2,0033,train
4,2,0037,train
4,2,0041,train
4,2,0046,train
4,2,0053,validation
4,2,0054,train
4,2,0063,train
4,2,0069,train
4,2,0079,train
4,2,0089,train
4,2,0095,train
4,2,0100,train
4,2,0106,train
4,2,0112,train
4,2,0116,train
4,2,0117,train
4,2,0118,train
4,2,0135,train
4,2,0139,train
4,2,0153,train
4,2,0170,validation
4,2,0178,train
4,2,0212,train
4,2,0242,train
4,2,0246,validation
4,2,0248,train
4,2,0262,train
4,2,0268,train
4,2,0273,train
4,2,0281,train
4,2,0283,validation
4,2,0287,validation
4,2,0296,train
4,2,0304,train
4,2,0309,validation
4,2,0311,train
4,2,0322,train
4,2,0323,train
4,2,0330,train
4,2,0346,validation
4,2,0347,train
4,2,0369,train
4,2,0370,train
4,2,0376,train
4,2,0379,train
4,2,0399,train
4,2,0406,validation
4,2,0409,validation
4,2,0412,train
4,2,0432,train
4,2,0468,train
4,2,0498,train
4,2,0546,train
4,3,0008,validation
4,3,0009,train
4,3,0014,train
4,3,0029,train
4,3,0033,train
4,3,0037,train
4,3,0041,validation
4,3,0046,train
4,3,0053,train
4,3,0054,train
4,3,0063,train
4,3,0069,train
4,3,0079,validation
4,3,0089,train
4,3,0095,train
4,3,0100,validation
4,3,0106,train
4,3,0112,train
4,3,0116,train
4,3,0117,train
4,3,0118,validation
4,3,0135,validation
4,3,0139,validation
4,3,0153,train
4,3,0170,train
4,3,0178,train
4,3,0212,train
4,3,0242,validation
4,3,0246,train
4,3,0248,train
4,3,0262,train
4,3,0268,train
4,3,0273,train
4,3,0281,train
4,3,0283,train
4,3,0287,train
4,3,0296,train
4,3,0304,train
4,3,0309,train
4,3,0311,train
4,3,0322,train
4,3,0323,train
4,3,0330,train
4,3,0346,train
4,3,0347,train
4,3,0369,train
4,3,0370,train
4,3,0376,train
4,3,0379,validation
4,3,0399,train
4,3,0406,train
4,3,0409,train
4,3,0412,train
4,3,0432,validation
4,3,0468,train
4,3,0498,validation
4,3,0546,train
4,4,0008,train
4,4,0009,train
4,4,0014,train
4,4,0029,train
4,4,0033,train
4,4,0037,train
4,4,0041,train
4,4,0046,train
4,4,0053,train
4,4,0054,validation
4,4,0063,train
4,4,0069,validation
4,4,0079,train
4,4,0089,train
4,4,0095,validation
4,4,0100,train
4,4,0106,train
4,4,0112,train
4,4,0116,validation
4,4,0117,train
4,4,0118,train
4,4,0135,train
4,4,0139,train
4,4,0153,train
4,4,0170,train
4,4,0178,train
4,4,0212,train
4,4,0242,train
4,4,0246,train
4,4,0248,train
4,4,0262,train
4,4,0268,train
4,4,0273,validation
4,4,0281,train
4,4,0283,train
4,4,0287,train
4,4,0296,validation
4,4,0304,validation
4,4,0309,train
4,4,0311,train
4,4,0322,train
4,4,0323,train
4,4,0330,train
4,4,0346,train
4,4,0347,validation
4,4,0369,validation
4,4,0370,validation
4,4,0376,train
4,4,0379,train
4,4,0399,train
4,4,0406,train
4,4,0409,train
4,4,0412,validation
4,4,0432,train
4,4,0468,train
4,4,0498,train
4,4,0546,train
4,5,0008,train
4,5,0009,train
4,5,0014,train
4,5,0029,train
4,5,0033,validation
4,5,0037,validation
4,5,0041,train
4,5,0046,train
4,5,0053,train
4,5,0054,train
4,5,0063,train
4,5,0069,train
4,5,0079,train
4,5,0089,train
4,5,0095,train
4,5,0100,train
4,5,0106,train
4,5,0112,validation
4,5,0116,train
4,5,0117,validation
4,5,0118,train
4,5,0135,train
4,5,0139,train
4,5,0153,validation
4,5,0170,train
4,5,0178,train
4,5,0212,validation
4,5,0242,train
4,5,0246,train
4,5,0248,train
4,5,0262,train
4,5,0268,validation
4,5,0273,train
4,5,0281,train
4,5,0283,train
4,5,0287,train
4,5,0296,train
4,5,0304,train
4,5,0309,train
4,5,0311,validation
4,5,0322,train
4,5,0323,validation
4,5,0330,train
4,5,0346,train
4,5,0347,train
4,5,0369,train
4,5,0370,train
4,5,0376,validation
4,5,0379,train
4,5,0399,validation
4,5,0406,train
4,5,0409,train
4,5,0412,train
4,5,0432,train
4,5,0468,train
4,5,0498,train
4,5,0546,train
5,1,0003,train
5,1,0027,validation
5,1,0029,validation
5,1,0033,train
5,1,0037,train
5,1,0038,validation
5,1,0041,train
5,1,0046,train
5,1,0054,train
5,1,0063,train
5,1,0069,validation
5,1,0089,validation
5,1,0095,train
5,1,0100,validation
5,1,0112,validation
5,1,0116,train
5,1,0118,train
5,1,0139,train
5,1,0144,train
5,1,0153,train
5,1,0161,train
5,1,0170,train
5,1,0178,train
5,1,0202,train
5,1,0212,train
5,1,0227,train
5,1,0246,train
5,1,0248,train
5,1,0256,train
5,1,0262,train
5,1,0268,train
5,1,0273,train
5,1,0278,train
5,1,0281,train
5,1,0283,validation
5,1,0287,train
5,1,0289,train
5,1,0296,train
5,1,0304,train
5,1,0306,train
5,1,0309,validation
5,1,0311,validation
5,1,0322,train
5,1,0323,validation
5,1,0346,train
5,1,0347,train
5,1,0369,train
5,1,0376,train
5,1,0379,train
5,1,0384,validation
5,1,0409,train
5,1,0412,train
5,1,0427,train
5,1,0432,train
5,1,0459,train
5,1,0468,train
5,1,0546,train
5,2,0003,validation
5,2,0027,train
5,2,0029,train
5,2,0033,train
5,2,0037,validation
5,2,0038,train
5,2,0041,validation
5,2,0046,train
5,2,0054,train
5,2,0063,train
5,2,0069,train
5,2,0089,train
5,2,0095,train
5,2,0100,train
5,2,0112,train
5,2,0116,validation
5,2,0118,train
5,2,0139,validation
5,2,0144,validation
5,2,0153,train
5,2,0161,train
5,2,0170,train
5,2,0178,train
5,2,0202,train
5,2,0212,train
5,2,0227,train
5,2,0246,validation
5,2,0248,train
5,2,0256,train
5,2,0262,validation
5,2,0268,train
5,2,0273,train
5,2,0278,train
5,2,0281,train
5,2,0283,train
5,2,0287,train
5,2,0289,validation
5,2,0296,train
5,2,0304,train
5,2,0306,train
5,2,0309,train
5,2,0311,train
5,2,0322,train
5,2,0323,train
5,2,0346,validation
5,2,0347,train
5,2,0369,train
5,2,0376,train
5,2,0379,train
5,2,0384,train
5,2,0409,train
5,2,0412,train
5,2,0427,train
5,2,0432,validation
5,2,0459,train
5,2,0468,validation
5,2,0546,train
5,3,0003,train
5,3,0027,train
5,3,0029,train
5,3,0033,validation
5,3,0037,train
5,3,0038,train
5,3,0041,train
5,3,0046,train
5,3,0054,validation
5,3,0063,validation
5,3,0069,train
5,3,0089,train
5,3,0095,validation
5,3,0100,train
5,3,0112,train
5,3,0116,train
5,3,0118,train
5,3,0139,train
5,3,0144,train
5,3,0153,train
5,3,0161,train
5,3,0170,train
5,3,0178,train
5,3,0202,train
5,3,0212,train
5,3,0227,train
5,3,0246,train
5,3,0248,validation
5,3,0256,train
5,3,0262,train
5,3,0268,train
5,3,0273,validation
5,3,0278,validation
5,3,0281,train
5,3,0283,train
5,3,0287,train
5,3,0289,train
5,3,0296,train
5,3,0304,validation
5,3,0306,validation
5,3,0309,train
5,3,0311,train
5,3,0322,train
5,3,0323,train
5,3,0346,train
5,3,0347,train
5,3,0369,train
5,3,0376,train
5,3,0379,train
5,3,0384,train
5,3,0409,train
5,3,0412,train
5,3,0427,validation
5,3,0432,train
5,3,0459,train
5,3,0468,train
5,3,0546,validation
5,4,0003,train
5,4,0027,train
5,4,0029,train
5,4,0033,train
5,4,0037,train
5,4,0038,train
5,4,0041,train
5,4,0046,train
5,4,0054,train
5,4,0063,train
5,4,0069,train
5,4,0089,train
5,4,0095,train
5,4,0100,train
5,4,0112,train
5,4,0116,train
5,4,0118,validation
5,4,0139,train
5,4,0144,train
5,4,0153,train
5,4,0161,train
5,4,0170,train
5,4,0178,validation
5,4,0202,train
5,4,0212,validation
5,4,0227,train
5,4,0246,train
5,4,0248,train
5,4,0256,train
5,4,0262,train
5,4,0268,validation
5,4,0273,train
5,4,0278,train
5,4,0281,validation
5,4,0283,train
5,4,0287,validation
5,4,0289,train
5,4,0296,validation
5,4,0304,train
5,4,0306,train
5,4,0309,train
5,4,0311,train
5,4,0322,train
5,4,0323,train
5,4,0346,train
5,4,0347,validation
5,4,0369,train
5,4,0376,train
5,4,0379,validation
5,4,0384,train
5,4,0409,validation
5,4,0412,validation
5,4,0427,train
5,4,0432,train
5,4,0459,train
5,4,0468,train
5,4,0546,train
5,5,0003,train
5,5,0027,train
5,5,0029,train
5,5,0033,train
5,5,0037,train
5,5,0038,train
5,5,0041,train
5,5,0046,validation
5,5,0054,train
5,5,0063,train
5,5,0069,train
5,5,0089,train
5,5,0095,train
5,5,0100,train
5,5,0112,train
5,5,0116,train
5,5,0118,train
5,5,0139,train
5,5,0144,train
5,5,0153,validation
5,5,0161,validation
5,5,0170,validation
5,5,0178,train
5,5,0202,validation
5,5,0212,train
5,5,0227,validation
5,5,0246,train
5,5,0248,train
5,5,0256,validation
5,5,0262,train
5,5,0268,train
5,5,0273,train
5,5,0278,train
5,5,0281,train
5,5,0283,train
5,5,0287,train
5,5,0289,train
5,5,0296,train
5,5,0304,train
5,5,0306,train
5,5,0309,train
5,5,0311,train
5,5,0322,validation
5,5,0323,train
5,5,0346,train
5,5,0347,train
5,5,0369,validation
5,5,0376,validation
5,5,0379,train
5,5,0384,train
5,5,0409,train
5,5,0412,train
5,5,0427,train
5,5,0432,train
5,5,0459,validation
5,5,0468,train
5,5,0546,train
